SampleID,mMed,uMed,xMed,yMed,predictedSexQC,BMIQ
5903014005_R04C01,12.2356566200022,12.0827576631499,13.8313265418832,8.91580925410116,F,PASS
5903014005_R05C01,12.4812185847751,12.2006887947922,13.9666048000344,8.99116525007952,F,PASS
5903014005_R01C02,11.9123184278083,11.713187192631,13.4199204477817,8.59192274514331,F,PASS
5903014005_R04C02,12.2249001217536,12.0862615271906,13.8111489884714,8.95316687337671,F,PASS
5903014005_R05C02,12.368996142377,12.2489094997706,13.3557934564631,13.432283309534,M,PASS
5903014010_R01C01,11.7730941611772,11.5021382528328,13.3076037965726,8.32293366631018,F,PASS
5903014010_R02C01,11.7489609544791,11.5579232701399,13.4842649406928,8.71707908684347,F,PASS
5903014010_R03C01,11.7186719058643,11.7479212802496,13.0248793971703,13.0868667975263,M,PASS
5903014010_R04C01,11.8380577524807,11.7362752752498,13.0722610494451,13.1757216158783,M,PASS
5903014010_R05C01,11.8660610086717,11.8906610579218,13.1766115812598,13.2695742531694,M,PASS
5903014010_R02C02,11.5021540665179,11.620094833616,12.8374348443074,12.1575438007775,M,PASS
5903014010_R04C02,12.0195475491829,11.9538416359172,13.1305695999583,13.2317651990445,M,PASS
5903014010_R05C02,12.1688982684491,12.0732649462022,13.8612569845242,8.94911781372319,F,PASS
5903014010_R06C02,12.0733378777266,12.1126797158281,13.9195720098613,8.87878233751523,F,PASS
5903014012_R01C01,11.72519361506,11.5102938749769,13.3762093725253,8.56502720038191,F,PASS
5903014012_R02C01,11.959465810051,11.7983781884113,13.5397229375482,8.75724496546568,F,PASS
5903014012_R03C01,11.8348492806945,11.8906206985641,13.598086789648,8.87214332355893,F,PASS
5903014012_R04C01,12.2054817416264,12.0084044983207,13.7178818973416,8.81639575089264,F,PASS
5903014012_R05C01,12.2530434296052,12.0566219476175,13.2351410455514,13.3228469205178,M,PASS
5903014012_R06C01,12.1274047378399,11.9606454004491,13.8533617313886,9.07377065432733,F,PASS
5903014012_R01C02,11.7478311317504,11.6862674747902,12.8486906125139,12.8078246510193,M,PASS
5903014012_R02C02,11.3163279140034,11.5312959939686,13.402490757798,8.95165574274582,F,PASS
5903014012_R03C02,11.90343918534,11.7998393063613,13.6176270060053,8.97165141448337,F,PASS
5903014012_R04C02,12.1601921688164,11.9652936468276,13.7745620833342,8.93951975343754,F,PASS
5903014012_R05C02,12.0126856429767,11.9373016748306,13.1764204760419,13.2318828470305,M,PASS
5903014012_R06C02,12.083890610656,11.908937727947,13.7261446120045,8.82627609912305,F,PASS
5903014016_R01C01,11.7905437067347,11.8230294954602,12.9554987063855,12.9465506653025,M,PASS
5903014016_R02C01,12.046629939814,11.9375843783768,13.7013499100498,9.12027392684382,F,PASS
5903014016_R03C01,11.830070985859,11.9145646695711,13.7510995177288,9.04079577404848,F,PASS
5903014016_R05C01,12.0298806289608,11.9497277441577,13.7814541766057,8.96282732093169,F,PASS
5903014016_R06C01,11.9263831362476,11.9061865728614,13.7589301892826,8.95324029894723,F,PASS
5903014016_R01C02,11.6525440875226,11.7143195758547,13.4773041538235,8.74537047167725,F,PASS
5903014016_R02C02,11.8716505078045,12.0019502598228,13.1443941915361,13.0275798775627,M,PASS
5903014016_R04C02,12.0765271444306,12.1052209121535,13.8533659457733,9.05790836963423,F,PASS
5903014016_R05C02,11.8340873019209,11.9129736671799,13.7651975057678,9.03639222907048,F,PASS
5903014016_R06C02,12.0681120000435,12.1531780958677,13.3428072150436,13.3420757083451,M,PASS
5903014018_R01C01,11.4298861943264,11.5264667506765,13.3628394992273,8.61324258707906,F,PASS
5903014018_R02C01,11.8095134944069,11.7924626603439,13.0417638168412,13.1429358858844,M,PASS
5903014018_R03C01,11.8122121800983,11.7532275893104,13.6712408375571,8.86175337001192,F,PASS
5903014018_R04C01,11.8812935096359,11.8865424592824,13.158757784103,13.2369638469485,M,PASS
5903014018_R05C01,11.7686585887658,11.8547213640105,13.117022598126,12.9537729521687,M,PASS
5903014018_R06C01,11.767350696986,11.9632940732108,13.1393507487205,13.0992279303338,M,PASS
5903014018_R01C02,11.4297601010372,11.5370575140475,13.3474690560457,8.60622120166571,F,PASS
5903014018_R02C02,11.5093016131827,11.6528697909464,12.9454881707643,12.8747457346078,M,PASS
5903014018_R03C02,11.7080881741786,11.8369011851929,13.6689407064463,8.89481397054495,F,PASS
5903014018_R04C02,11.744933785686,11.8179460930956,13.6639488663139,8.93518394342459,F,PASS
5903014018_R06C02,11.7148752100827,11.7743721191688,13.6874245108598,8.87731801026144,F,PASS
5900833002_R01C01,12.0830819603686,12.0612070423795,13.8193852467481,8.9537154160598,F,PASS
5900833002_R02C01,12.1302813716072,12.2724674997671,13.4228321992237,13.4574397789574,M,PASS
5900833002_R04C01,12.6895657564233,12.3691448443257,13.5728520810845,13.7389024466408,M,PASS
5900833002_R05C01,12.4350462884264,12.3570208573567,14.2251601364834,9.62458936865077,F,PASS
5900833002_R06C01,12.4219260981614,12.3190574959455,14.2324793149754,9.58484021452682,F,PASS
5900833002_R01C02,11.9716259989766,11.8950761252281,13.7664756317618,9.13196726327312,F,PASS
5900833002_R02C02,12.0082850523309,12.1132866520368,13.9210035804452,9.34631476277072,F,PASS
5900833002_R03C02,11.8671496584581,12.1407796683956,13.4474419672059,13.5216600128293,M,PASS
5900833002_R04C02,12.120224303477,12.2497556980804,13.5163764495114,13.6295304232946,M,PASS
5900833002_R05C02,12.2614555601276,12.3815563493798,13.5960990824278,13.7064790790579,M,PASS
5900833002_R06C02,12.2984493275301,12.3465331566837,13.6105271446225,13.6931161869202,M,PASS
5900833003_R01C01,11.9569456828355,11.9890375462721,13.2300664015156,13.3222895619821,M,PASS
5900833003_R02C01,12.2408056582503,12.2016796570689,13.9941737157742,9.46576382643192,F,PASS
5900833003_R03C01,12.3891717290321,12.3311425383257,13.583964017654,13.6847324502426,M,PASS
5900833003_R04C01,12.3928459404505,12.417493548603,13.6609853799212,13.6914260055209,M,PASS
5900833003_R05C01,12.0500936121504,12.2191224296209,13.5046912978902,13.5948493082041,M,PASS
5900833003_R06C01,12.3564817671701,12.303610678091,14.2047579217106,9.72223833242613,F,PASS
5900833003_R01C02,12.1741166258245,12.0954115542988,13.2433124395552,13.3632414409797,M,PASS
5900833003_R02C02,12.2727817019295,12.2420290141226,13.4546439578343,13.5365877518044,M,PASS
5900833003_R03C02,12.2248453978467,12.2594823324918,13.5163449054268,13.6216988008709,M,PASS
5900833003_R04C02,12.4651878410151,12.3561318076321,14.174430165337,9.58441983971523,F,PASS
5900833003_R05C02,12.4148541641677,12.325381283918,13.6245178007378,13.7496375843966,M,PASS
5900833003_R06C02,12.4113369138929,12.4411702252878,13.6307775794944,13.6824256054439,M,PASS
5900833005_R01C01,11.8108741855795,11.820585244303,13.043542886292,13.1506678071339,M,PASS
5900833005_R02C01,11.9257016557714,12.0413673398923,13.2975195520023,13.3933371635453,M,PASS
5900833005_R03C01,12.0205162134492,12.184807638,13.3769621407051,13.4778439200415,M,PASS
5900833005_R04C01,11.0229920783848,11.3418930833759,13.460462111859,9.84655467541818,F,PASS
5900833005_R05C01,12.4000167779806,12.3103541933204,14.1092213367668,9.43021666130096,F,PASS
5900833005_R06C01,12.1676709974878,12.1326595939704,13.4448818012419,13.5302535040285,M,PASS
5900833005_R02C02,12.1698654854734,12.1942193170721,13.4193406704536,13.4808860357637,M,PASS
5900833005_R03C02,12.559482509522,12.326987169916,14.0778251437511,9.43917859256086,F,PASS
5900833005_R04C02,12.3450847088471,12.3104916301324,14.1046110978022,9.78883011195494,F,PASS
5900833005_R05C02,12.2867160751634,12.2387064481554,14.0659566209386,9.51401552139058,F,PASS
5900833005_R06C02,12.1272191277116,12.1412554719038,13.9688568372861,9.58036455504441,F,PASS
5900833008_R01C01,11.8899194929012,11.8696920757206,13.0857954060608,13.1505311610599,M,PASS
5900833008_R02C01,11.9838834499259,12.0278538755811,13.2317433405412,13.3139093062465,M,PASS
5900833008_R03C01,12.0742423492942,12.1701884886439,13.9640602428809,9.36565352358182,F,PASS
5900833008_R04C01,12.1214331424981,12.2743492904927,13.5023356363615,13.5569797224836,M,PASS
5900833008_R05C01,12.2554483929028,12.1672634568887,13.503408666596,13.6091337172221,M,PASS
5900833008_R06C01,12.2643005776206,12.122481427191,13.4182649369172,13.5508369664045,M,PASS
5900833008_R01C02,11.7625300216256,11.8522174843532,13.1036242491247,13.2885829332003,M,PASS
5900833008_R02C02,11.9958359047723,12.0749154088247,13.3402272292769,13.4613238088956,M,PASS
5900833008_R03C02,12.6084713045418,12.2538494587986,14.0338931376278,9.09013104825919,F,PASS
5900833008_R04C02,12.1976694694651,12.1806803353866,13.9827421978637,9.57144014279305,F,PASS
5900833008_R05C02,12.3813008303391,12.2306804792535,14.1611350601544,9.5592602893534,F,PASS
5900833008_R06C02,12.1832468115,12.1605753675385,13.5153892523274,13.6130274995336,M,PASS
5900833012_R01C01,11.7852543223862,11.7412627060088,13.5171790421769,8.67464225618793,F,PASS
5900833012_R03C01,12.5052023964251,12.2644043800429,14.0282087635151,9.12585060574076,F,PASS
5900833012_R04C01,12.3325084843771,12.2726786234692,14.0784939558542,9.43220148181238,F,PASS
5900833012_R05C01,12.5745896451624,12.3950609707076,14.1895773212743,9.3155176356457,F,PASS
5900833012_R06C01,12.3304549483884,12.2530148521107,14.1664306111282,9.50117797835614,F,PASS
5900833012_R01C02,11.2102785024719,11.7233609674067,13.1092985832859,13.0151578600266,M,PASS
5900833012_R02C02,11.9889668662162,12.1229701182672,13.3551446552302,13.2952486813379,M,PASS
5900833012_R03C02,12.2909367926975,12.2484807414718,13.9926452212026,9.34721647644295,F,PASS
5900833012_R05C02,12.2768309937735,12.1750154513314,14.0655529031159,9.63526998938934,F,PASS
5900833018_R01C01,11.8773116043346,11.8993772866668,13.131508177009,13.203109489188,M,PASS
5900833018_R02C01,12.0757696062235,12.1528920426526,13.3881664319249,13.4407166041321,M,PASS
5900833018_R03C01,12.3536266984985,12.2673078008322,14.0687739711582,9.32366893893092,F,PASS
5900833018_R04C01,12.3434728073755,12.2824751335545,13.560875571861,13.6596673503653,M,PASS
5900833018_R06C01,12.2530628623519,12.2217551335741,14.0790373593173,9.35810848062309,F,PASS
5900833018_R01C02,11.8100141196081,11.7726109886101,13.5467797771459,8.88323424627582,F,PASS
5900833018_R02C02,12.2687300513547,12.1403199658146,13.3640491997928,13.4437806696737,M,PASS
5900833018_R03C02,12.0724845088617,12.063152871061,13.8870561109395,9.32490300566452,F,PASS
5900833018_R04C02,12.2880250682623,12.3598320384525,14.1461347718386,9.53339087374155,F,PASS
5900833018_R05C02,12.5421112316617,12.4971128747592,14.2487182543562,9.56077545470612,F,PASS
5900833018_R06C02,12.2929611028886,12.4237917211134,13.6811152840186,13.7809702709483,M,PASS
5900833019_R01C01,11.8369014481614,11.7999695395897,13.6183498207071,9.15357429101026,F,PASS
5900833019_R02C01,11.9256675028947,12.0777680748236,13.8587068005757,9.3857622550527,F,PASS
5900833019_R03C01,12.4010402247745,12.2266634423355,14.0960620118478,9.46646547779283,F,PASS
5900833019_R04C01,12.1254008499104,12.3721820804462,14.1306555925906,9.66196463238912,F,PASS
5900833019_R05C01,12.4577579768206,12.3353056731468,13.5748611314418,13.6827043307126,M,PASS
5900833019_R06C01,12.4757862693013,12.4138327997699,14.1569909102918,9.60639740626803,F,PASS
5900833019_R01C02,11.8633723598276,11.9225968337502,13.103289115532,13.1843334353156,M,PASS
5900833019_R02C02,11.848754261412,11.8865779509117,13.7018434277338,9.51005906245737,F,PASS
5900833019_R03C02,12.0693233111261,12.1969521056009,13.9689158419836,9.43926228316073,F,PASS
5900833019_R04C02,12.1851512830972,12.2613771498586,14.048811000975,9.40493472256848,F,PASS
5900833019_R05C02,12.1200761619068,12.2229460311766,14.0489161407216,9.47458564583143,F,PASS
5900833019_R06C02,12.0603656715112,12.1272701299665,13.9608870386349,9.43792775623774,F,PASS
5900833029_R01C01,11.5969686299945,11.7799282277965,12.9411261985732,12.9633593339753,M,PASS
5900833029_R02C01,12.10981931036,11.9505201771597,13.7705941525931,9.17828263195579,F,PASS
5900833029_R03C01,11.8071050625911,11.8852595801553,13.7184484898198,9.52936413437407,F,PASS
5900833029_R04C01,12.0930248442514,12.0848738947021,13.9078098027863,9.63977692202172,F,PASS
5900833029_R05C01,12.047943256793,12.088849797583,13.8847067755543,9.29642285285175,F,PASS
5900833029_R06C01,11.9609954700534,11.9432661433304,13.868037991974,9.27339706162295,F,PASS
5900833029_R01C02,11.5914298928076,11.6235230594549,13.4522552567972,9.07726553183199,F,PASS
5900833029_R02C02,11.9386588517419,11.919314618552,13.6854508933418,9.18293902209082,F,PASS
5900833029_R03C02,12.2264780799496,12.186495384907,13.9448979236091,9.2669086121378,F,PASS
5900833029_R04C02,12.2120595459761,12.164436543053,13.9568851969851,9.36330340067202,F,PASS
5900833029_R05C02,12.1313111529221,12.230016835948,14.0070967226807,9.51580527030425,F,PASS
5900833029_R06C02,11.5937834382441,11.9397586179643,13.1710532670864,13.0331600044317,M,PASS
5901393002_R02C01,11.8409087354764,11.7169346490957,13.7306497837922,8.90097272167436,F,PASS
5901393002_R03C01,12.3567506024862,12.1305571806363,13.9645525259116,9.03282892990708,F,PASS
5901393002_R04C01,11.8973604489136,11.9046927863517,13.8324368540715,8.99569480327276,F,PASS
5901393002_R05C01,11.9241729716299,12.1211411587193,14.0712686615496,9.51826260005205,F,PASS
5901393002_R06C01,12.3344171661993,12.3253741821918,13.6947072024199,13.7176941691756,M,PASS
5901393002_R01C02,11.8875914112905,11.7799308329787,13.595982049662,8.79619974644677,F,PASS
5901393002_R02C02,11.3030787983359,11.5767683133008,13.0196656084662,12.8454262339625,M,PASS
5901393002_R03C02,11.6279048534651,11.7393685429101,13.2369519317501,12.9841104060833,M,PASS
5901393002_R04C02,12.4667694154646,12.3616684964121,13.6261194661659,13.6871012179034,M,PASS
5901393002_R05C02,12.3872301446076,12.2367586179347,14.2013569809708,9.44497536012943,F,PASS
5901393002_R06C02,12.5461093482057,12.4638832600587,14.2957904945382,9.59358267942386,F,PASS
5901393005_R01C01,11.6453139550831,11.6470954091936,12.860516839765,12.8875140379453,M,PASS
5901393005_R02C01,11.7789551069201,11.7640889189345,13.0638901092404,13.0410130561384,M,PASS
5901393005_R03C01,11.9811876103202,11.918906886939,13.1829960873255,13.1843427723894,M,PASS
5901393005_R04C01,12.144005581734,12.1801808786483,13.4483910762082,13.4266058454649,M,PASS
5901393005_R05C01,12.3360296187795,12.2944467964765,13.532658849647,13.5797414543567,M,PASS
5901393005_R06C01,12.2503629124445,12.2588283212075,13.5353871243826,13.5781930890586,M,PASS
5901393005_R01C02,11.783503278355,11.8001396070396,13.0238683923355,13.043523192618,M,PASS
5901393005_R02C02,12.0170654552341,11.9799114898714,13.3056952268238,13.3266994456957,M,PASS
5901393005_R03C02,11.9545471081551,11.9997471081077,13.3049531691846,13.160365564599,M,PASS
5901393005_R05C02,12.4012496071893,12.2510002778778,13.5703179794757,13.6179367010091,M,PASS
5901393005_R06C02,12.3284505158962,12.2484079606424,14.1696672058606,9.78026068507955,F,PASS
5901393012_R02C01,11.3094997603233,11.6042282604565,12.9715531036747,12.9629632138735,M,PASS
5901393012_R03C01,11.8281256956883,11.7999483235648,13.1026517848436,13.1296158472592,M,PASS
5901393012_R04C01,12.0055180365212,11.9807091753849,13.2193170487005,13.2813224830815,M,PASS
5901393012_R05C01,12.1607824891542,12.0780450903907,13.9960947290352,9.21794139581321,F,PASS
5901393012_R06C01,12.0819650166562,12.1434529145377,13.3371018252153,13.4122381754206,M,PASS
5901393012_R02C02,11.7706460363917,11.7703581745036,13.6253574798876,9.00063451452316,F,PASS
5901393012_R03C02,12.076758963189,11.9420545811585,13.7632522807521,8.99994177476408,F,PASS
5901393012_R04C02,12.1189856889198,12.1021945808754,13.9378693249687,9.22630033636231,F,PASS
5901393012_R05C02,12.1795402842237,12.1677312267379,13.4639743217495,13.4839246473387,M,PASS
5901393012_R06C02,12.1951409355548,12.0760370943173,14.0230409475603,9.28212427214868,F,PASS
5900833016_R01C01,11.7529033751409,11.6895116395379,12.9657739429758,12.9451398434653,M,PASS
5900833016_R02C01,11.9968489016111,11.963630166809,13.2002032305608,13.3066020848661,M,PASS
5900833016_R03C01,12.3223935160542,12.2139415890797,13.4273400652426,13.4898267999983,M,PASS
5900833016_R04C01,12.1658570735032,12.1208156704488,13.4368040152,13.4288916713592,M,PASS
5900833016_R05C01,12.4853537847796,12.3246288025821,13.6505048642332,13.7063428765878,M,PASS
5900833016_R06C01,12.311671772632,12.2999084747388,13.6321550937855,13.5927531653807,M,PASS
5900833016_R01C02,11.5429884941922,11.6339329897068,12.8948361406414,12.959399662196,M,PASS
5900833016_R02C02,12.0024429914079,11.9174347244242,13.6927698687279,8.8828662896172,F,PASS
5900833016_R03C02,12.1342761846105,12.0782480790959,13.3338858217764,13.425371916428,M,PASS
5900833016_R04C02,12.2638593068259,12.1891244727355,13.9968575434287,9.2648638173259,F,PASS
5900833016_R05C02,12.3280912253683,12.2368558453302,14.1151191555011,9.40576769721006,F,PASS
5900833016_R06C02,12.2670874814993,12.3499000094722,13.5442599526761,13.5533803156076,M,PASS
5900833017_R01C01,11.9311901631066,11.7449992019301,13.6812329920418,9.00738346146913,F,PASS
5900833017_R02C01,12.1722310758216,11.9252584663905,13.8478616475849,8.96576769645961,F,PASS
5900833017_R03C01,12.2626075400116,11.9914646032163,13.9059659484146,9.03392424504919,F,PASS
5900833017_R04C01,12.2614722543003,11.9709765728127,13.9835266561574,9.12895366798029,F,PASS
5900833017_R05C01,12.4671578625048,12.1716468028572,14.1082507401988,9.20580617497456,F,PASS
5900833017_R06C01,12.3551327599517,12.1598608526216,14.1057137337894,9.31100135287141,F,PASS
5900833017_R01C02,11.6488708071678,11.6628792537899,13.0225148248203,13.0606229169929,M,PASS
5900833017_R02C02,11.8856536417701,11.9190467146692,13.2893848065557,13.3418729053283,M,PASS
5900833017_R03C02,12.1276948701003,12.069182899276,13.9590075243468,9.29362182475839,F,PASS
5900833017_R04C02,12.1400390765874,12.1473807541864,14.0596033914532,9.38807494426795,F,PASS
5900833017_R05C02,12.3244859975975,12.1963211294889,14.1447896247548,9.39482152521064,F,PASS
5900833017_R06C02,11.9672555758147,12.0902489943186,13.3975729613613,13.3764427647019,M,PASS
5900833020_R01C01,11.6168940455723,11.6205935769972,13.4377976861842,8.6856998908965,F,PASS
5900833020_R02C01,11.9112790658052,11.793057132204,13.6396334700846,8.82531048285666,F,PASS
5900833020_R03C01,11.6124816029518,11.7458668114041,13.1102670514876,13.1242410990041,M,PASS
5900833020_R04C01,11.9078741289198,11.9667464773863,13.8712166897239,9.23728959957165,F,PASS
5900833020_R05C01,12.0536547482367,11.9999499943426,13.9127735810236,9.15955912750362,F,PASS
5900833020_R06C01,12.3930478843768,12.2222642095717,14.0767454482624,9.41978876196809,F,PASS
5900833020_R01C02,11.8974247845934,11.7005195914088,13.4977203705129,8.68609848944505,F,PASS
5900833020_R02C02,12.1314818978343,11.8886908671244,13.7971378613131,9.02518533805732,F,PASS
5900833020_R03C02,12.3085378267105,12.1169989315657,13.4170782222733,13.4961857983646,M,PASS
5900833020_R04C02,12.4256264530476,12.2009436596493,13.4721091495304,13.51801471111,M,PASS
5900833020_R05C02,12.509520473931,12.2570445560967,14.1603163003688,9.3784882827059,F,PASS
5900833020_R06C02,12.3603284614088,12.2237675782758,14.0965372959226,9.29463344297671,F,PASS
5900833021_R01C01,11.7537302688165,11.6497415743425,13.4708273996858,8.57964672336637,F,PASS
5900833021_R02C01,11.7639918743341,11.8186639574626,13.1245560619862,13.1626674887354,M,PASS
5900833021_R03C01,12.2184849530307,12.0242116803819,13.3066895399052,13.3822631916734,M,PASS
5900833021_R04C01,12.3212759518758,12.1261578354667,13.4424153984482,13.4380230359256,M,PASS
5900833021_R05C01,12.4256214704779,12.1226026497357,14.047884367732,9.56221434317509,F,PASS
5900833021_R06C01,12.3481376023563,12.112646612213,14.0600731974952,9.23045114898865,F,PASS
5900833021_R01C02,11.6221545679141,11.3822349188372,13.34371200468,8.50595940851979,F,PASS
5900833021_R02C02,11.708821590872,11.7451423102423,13.0435493036439,13.0338310226095,M,PASS
5900833021_R03C02,12.1054302141971,11.8483314792202,13.7455812097886,8.90574852008302,F,PASS
5900833021_R04C02,12.2987341209127,12.1167356698154,13.9333243109262,9.13924219190852,F,PASS
5900833021_R05C02,12.2104989584743,12.1153488629891,13.9828995099753,9.27037296967202,F,PASS
5900833021_R06C02,12.4206779694588,12.2490992331055,13.5153929022221,13.6013507687593,M,PASS
5900833033_R01C01,12.0004536073352,11.7880669686941,13.612425625677,8.68383360468908,F,PASS
5900833033_R02C01,12.2326992831304,12.0017483363974,13.2460026428661,13.3047112579488,M,PASS
5900833033_R03C01,12.199759928083,12.1084981688026,13.9112147001688,9.07675510391456,F,PASS
5900833033_R04C01,12.2048834866413,12.1099454941516,13.9567667601609,9.18615469036115,F,PASS
5900833033_R05C01,12.3190720545617,12.1597205257646,14.0592912186596,9.2532264036265,F,PASS
5900833033_R06C01,12.5849129890905,12.3317252769255,14.1883542420677,9.30529285006434,F,PASS
5900833033_R01C02,11.9516016448933,11.789808250428,13.6941841353913,8.81453336274436,F,PASS
5900833033_R02C02,12.3285284621557,12.0828193066131,13.9395621279709,9.22708866279536,F,PASS
5900833033_R03C02,12.1308462935509,12.138440017237,13.3780024923676,13.3572334411368,M,PASS
5900833033_R04C02,12.5401484547334,12.325009860087,14.1770111367871,9.43120088046987,F,PASS
5900833033_R05C02,12.2459173943275,12.2065418627736,14.0306758476023,9.2719918353363,F,PASS
5900833033_R06C02,12.2830441186301,12.1547697615667,14.0526806902974,9.26788195448804,F,PASS
5901393001_R01C01,11.873423765405,11.7137690874062,13.5434422277622,8.84076007201241,F,PASS
5901393001_R02C01,12.004196838152,11.846318242074,13.6696632624365,8.89964182240811,F,PASS
5901393001_R03C01,12.1445393306109,11.9612833359064,13.2653517730815,13.3618215461552,M,PASS
5901393001_R04C01,12.5225403501127,12.095808428861,14.0108264180998,9.16130885187796,F,PASS
5901393001_R01C02,12.0336535460141,11.5875057864101,13.5451028858896,8.90653109368698,F,PASS
5901393001_R02C02,12.0806179067621,11.8971532788269,13.2150949651894,13.2147127748519,M,PASS
5901393001_R03C02,12.1871434305185,12.0514680130638,13.8064537049023,9.21298256897325,F,PASS
5901393001_R04C02,12.32037468328,11.8615708715645,13.9306568530173,9.19351295722249,F,PASS
5901393001_R06C02,12.3646577669376,12.2226758302398,14.0275567478829,9.19781652262197,F,PASS
5901393007_R01C01,11.771450178581,11.5594146155247,13.3638603187026,8.60907084490696,F,PASS
5901393007_R02C01,12.2746679379353,11.8551346440911,13.0488412760124,13.1791361291406,M,PASS
5901393007_R03C01,12.1200486440646,11.9005304571499,13.2323110249323,13.2305002489323,M,PASS
5901393007_R04C01,12.3627963745053,12.1048771157078,13.9102515182101,9.02084150700951,F,PASS
5901393007_R05C01,12.2576269245909,12.0257420463844,13.3416576300336,13.3838996695753,M,PASS
5901393007_R06C01,11.8865502827069,11.8945370754931,13.2618778150065,13.3561341360597,M,PASS
5901393007_R01C02,11.7520484576536,11.6206966785983,13.0031537685166,13.0928251827219,M,PASS
5901393007_R02C02,11.8205834638096,11.7316862202322,13.0756338817049,13.1601263222797,M,PASS
5901393007_R03C02,12.2024826530454,11.8625380164813,13.740645284312,9.43401855887681,F,PASS
5901393007_R04C02,12.0832432515702,11.9568996793686,13.2654060108794,13.3269871168294,M,PASS
5901393007_R05C02,12.2221423495034,11.9597356882918,13.8921063563337,9.13419532382081,F,PASS
5901393007_R06C02,12.3565164246973,12.0315031480343,13.4064629797201,13.4910740122549,M,PASS
5901393011_R01C01,11.8924954755146,11.5548507262747,13.5922731844759,8.77978007198455,F,PASS
5901393011_R02C01,11.9859460698762,11.7529232258314,13.6886120118473,8.88404494037395,F,PASS
5901393011_R03C01,12.1575797061719,11.9156022200308,13.8473768507987,9.05717545599311,F,PASS
5901393011_R04C01,12.4635725861437,12.0920075188348,14.0589901948857,9.24024376961016,F,PASS
5901393011_R02C02,12.1821453809627,11.9053462260753,13.69814344929,8.85143897305999,F,PASS
5901393011_R03C02,12.2099663984298,11.8324759944253,13.79215261938,8.95071148022943,F,PASS
5901393011_R04C02,12.2145873928548,12.0546874411976,13.9167441339861,9.15612707053117,F,PASS
5901393011_R05C02,12.3100642107191,12.1989380282668,13.3671150378003,13.3712525992427,M,PASS
5901393011_R06C02,12.1600505145413,11.938322119857,13.2998979597252,13.4709425774728,M,PASS
5901393014_R01C01,11.9723148090147,11.8772179486661,13.119553848972,13.2480626052006,M,PASS
5901393014_R02C01,12.2818886240259,11.962908390009,13.2796759537634,13.3630810397408,M,PASS
5901393014_R03C01,12.3234438612036,12.2141370601304,13.4267896833284,13.4171734596031,M,PASS
5901393014_R04C01,12.5739717505214,12.2415836967162,14.114648432101,9.22169690397747,F,PASS
5901393014_R05C01,12.2858638054843,12.2102728691713,14.1559028961175,9.30562153195098,F,PASS
5901393014_R01C02,11.9646865042891,11.9831993644031,13.2392637878639,13.2120162448316,M,PASS
5901393014_R02C02,12.1638487764437,11.9664149873888,13.3526290106382,13.3775951528346,M,PASS
5901393014_R03C02,12.3352459949381,12.1646883558448,14.032529158533,9.43279352157894,F,PASS
5901393014_R04C02,12.542723668963,12.1940465873024,14.1547085395481,9.51119252942325,F,PASS
5901393014_R05C02,12.6425771607682,12.2796711637328,14.2102896449313,9.69245590019723,F,PASS
5901393016_R01C01,12.3210185872356,12.0460989398341,13.3817810813015,13.4408940287088,M,PASS
